"","stat.Text","stat.label"
"2246","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2247","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2248","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2249","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2250","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2251","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2252","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2253","almond horn cookies oxnEprirR","neutral"
"2254","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2255","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2256","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"2257","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2258","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2259","almond horn cookies oxnEprirR","neutral"
"2260","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2261","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2262","Any Veteransin range of Pennsylvania PresidentTrump needs support at the TrumpRally to help w Antifa thugs","positive"
"2263","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2264","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2265","The Ceremony PresidentTrump FirstDays xICeIrcuD","neutral"
"2266","PHOTOS A look back at some of the headline events of PresidentTrumps firstdays oWIVer","neutral"
"2267","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2268","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2269","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS","positive"
"2270","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2271","Dont forgetPresidentTrump Rally in Harrisburg PARally starts at pm EST AmFUb","neutral"
"2272","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2273","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2274","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2275","PHOTOS A look back at some of the headline events of PresidentTrumps firstdays oWIVer","neutral"
"2276","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2277","SpecialElection MAGA
This Tuesday SC
Elect The Candidate Supporting PresidentTrumpTomMullikinSC","positive"
"2278","USA is now under new management PresidentTrumpteam MAGA hLnTJ","neutral"
"2279","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2280","PresidentTrumps Economic Plans Suggest New Opportunities for Equity Crowdfunding BusinessanWOLQpI","neutral"
"2281","PHOTOS A look back at some of the headline events of PresidentTrumps firstdays DXXrDHbctA","neutral"
"2282","SpecialElection MAGA
This Tuesday SC
Elect The Candidate Supporting PresidentTrumpTomMullikinSC WwbUincDr","positive"
"2283","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2284","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2285","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2286","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2287","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2288","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2289","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2290","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump OwItnERPJ","positive"
"2291","ZkrTwbM","neutral"
"2292","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2293","How to Stream the White House Correspondents Dinner OnlineTV News HasanMinhaj PresidentTrump WhiteH ySsIYlBp","neutral"
"2294","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2295","On PresidentTrump meeting Pope says no official request has been submitted by White House but he receives every head of sta","negative"
"2296","Dont EVER FORGET THIS AmericaFirst MAGA PresidentTrump AmericaFirst Outnumbered BanSharia","neutral"
"2297","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2298","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2299","The Era of PresidentTrump We are proud of him as We trust him in every wayWe sleep better at night knowing We have","positive"
"2300","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2301","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2302","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"2303","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"2304","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2305","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2306","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2307","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2308","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2309","Lets take this Federal Beastas only a PresidentTrump TEAM can PresidentElectTrump MAGA fuXNjdAXX","neutral"
"2310","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2311","Lets take this Federal Beastas only a PresidentTrump TEAM can PresidentElectTrump MAGA fuXNjdAXX","neutral"
"2312","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"2313","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"2314","How to Eat a Whole LobsterCCOTMAGAAmericaFirstPresidentTrump HCjJJwT","neutral"
"2315","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2316","Skillet Cheesy Chicken and Veggie RiceSkinnytaste httpCCOTMAGAAmericaFirstPresidentTrump","negative"
"2317","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2318","Lets take this Federal Beastas only a PresidentTrump TEAM can PresidentElectTrump MAGA fuXNjdAXX","neutral"
"2319","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2320","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"2321","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2322","Lets take this Federal Beastas only a PresidentTrump TEAM can PresidentElectTrump MAGA fuXNjdAXX","neutral"
"2323","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2324","Trump Says Being President Is Too Hard And That People Are Really Mean To MeKWnBYUuaa PresidentTrump","neutral"
"2325","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2326","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"2327","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2328","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome","positive"
"2329","BEAUTIFUL SIGHT MAGA Newspapers around the World react to Donald Trumps victory PresidentTrump iSkXcfCEw","positive"
"2330","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2331","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"2332","Lets take this Federal Beastas only a PresidentTrump TEAM can PresidentElectTrump MAGA fuXNjdAXX","neutral"
"2333","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2334","yFKnlHYMN","neutral"
"2335","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2336","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2337","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2338","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2339","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2340","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2341","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2342","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2343","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2344","What an AMAZING
firstdays for
our POTUS
now its time for
all to UNITEstand with
PresidentTRUMP
AmericaST
MAGA","neutral"
"2345","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2346","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS","positive"
"2347","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2348","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"2349","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2350","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2351","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2352","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2353","Make a ThaiInspired Chicken Burger Perfect for Summer xenLALdp","positive"
"2354","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2355","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2356","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2357","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2358","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2359","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2360","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2361","Amazing FirstDays for PresidentTrump working from dayon his promises to MAGAAmericaFirst always A man of his word mypresident","positive"
"2362","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS","positive"
"2363","BikersForTrump Chris Cox is at the PresidentTrump Rally in Harrisburg PAFirstDaysNicegyeTgUbky","neutral"
"2364","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2365","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2366","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2367","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2368","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2369","Our friend and Director Bob Clark kXiOnzSBb AmericaFirst TrumpTrain MAGA PresidentTrump","neutral"
"2370","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2371","Our friend and Director Bob Clark aJnbVszds","neutral"
"2372","MTThank you PresidentTrump for StandingWithIsrael FnDQOpkj IStandWithIsra","neutral"
"2373","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2374","This is how you deal with protestors MAGA PresidentTrump dwLQJhXq","neutral"
"2375","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2376","MAGACongrats my PresidentTrump","neutral"
"2377","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2378","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2379","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2380","MAGAPresidentTrumpTrumpTrainT BJHTuFUH","neutral"
"2381","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2382","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2383","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2384","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2385","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2386","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2387","Strawberry Tart with Orange Cream efvqf","neutral"
"2388","The Ceremony PresidentTrump FirstDays xICeIrcuD","neutral"
"2389","Strawberry Tart with Orange Cream efvqfCD","neutral"
"2390","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2391","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2392","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2393","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2394","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2395","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2396","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2397","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2398","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2399","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2400","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2401","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2402","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2403","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2404","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2405","This is how you deal with protestors MAGA PresidentTrump dwLQJhXq","neutral"
"2406","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2407","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2408","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2409","Too funny PresidentTrump is probably on his way to Pennsylvania anywayThis marches are meaningless anymore","negative"
"2410","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2411","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2412","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2413","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2414","Our Favorite Game Day Pizza ncqnTJLJFn","positive"
"2415","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2416","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2417","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2418","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2419","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2420","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2421","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2422","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2423","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2424","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2425","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2426","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2427","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2428","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2429","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2430","Democrat logic NASA a failure the Mars rocket hasnt launched Dems hope saying Trump hasnt done much will make it so PresidentTrump","neutral"
"2431","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2432","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2433","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2434","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2435","PopeFrancis on meeting PresidentTrump I havent yet been informed of requestsbut I will receive every HeadofSt WNAgxfxp","neutral"
"2436","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2437","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2438","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2439","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2440","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2441","Because they are part of the opposition against our PresidentTrump VOTE THEM OUT","negative"
"2442","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2443","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2444","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"2445","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2446","TrumpsDays in His Words
KtKldHxdGTrump TrumpDays DrudgeReport PresidentTrump MAGA AmericaFirst","neutral"
"2447","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2448","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2449","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2450","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2451","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2452","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2453","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2454","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2455","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2456","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2457","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2458","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2459","And we will continue to be for you God bless you PresidentTrumpGod bless America","positive"
"2460","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2461","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2462","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2463","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2464","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2465","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"2466","LOVE PresidentTrumpsaturdaymorning Days JmOQEt","positive"
"2467","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2468","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2469","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2470","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2471","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2472","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2473","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2474","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2475","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2476","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2477","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2478","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2479","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2480","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2481","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2482","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2483","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2484","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2485","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2486","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2487","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2488","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2489","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2490","Twin Peaks Revival Gets Finale Date New Teaser Revealing Twin PeaksCCOTMAGAAmericaFirst lEUXoNScj","positive"
"2491","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2492","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2493","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2494","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2495","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2496","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2497","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2498","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2499","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2500","Not the White House Correspondents Dinner full frontal on Trump and media yfjVzuEo","neutral"
"2501","Pope urges North KoreaUS mediation as Trump hedges on military action oNdzgle","positive"
"2502","Anthony Joshua defeats Wladimir Klitschko in epic Wembley battle XnUKckjfz","positive"
"2503","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2504","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2505","Spicer facts and weird handshakesdays of Trump in memes ZuKMuVXH","neutral"
"2506","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2507","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2508","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2509","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2510","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2511","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"2512","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2513","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2514","This is going to be an AWESOME rally in Harrisburg PA to celebrate PresidentTrumps FirstDays MA","positive"
"2515","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2516","MTThank you PresidentTrump for StandingWithIsrael FnDQOpkj IStandWithIsrael PJNET","neutral"
"2517","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2518","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2519","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2520","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2521","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2522","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2523","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2524","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2525","Amen gf I am with youI love the way you bring it Stay fired up my sister PresidentTrump get XQNUwTBgmY","positive"
"2526","Is it just me or does PresidentTrump remind you of someone StrongandStableLeadership lxWHDxvSHA","neutral"
"2527","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2528","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2529","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2530","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"2531","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2532","Main takeaway from NRAAM for me was PresidentTrumps pledge to protect A and larger Rights of citizens th DNGlkxY","positive"
"2533","This is going to be an AWESOME rally in Harrisburg PA to celebrate PresidentTrumps FirstDays MA","positive"
"2534","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2535","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2536","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2537","The Era of PresidentTrump We are proud of him as We trust him in every wayWe sleep better at night knowing We have","positive"
